;id;reviewer;review;rating;date;author_location;review_count;review_votes;gender;age;review_id;produkt_id;session_date;session_time
5418;5419;Schlumpf;Ein Duft der zu mir passt. Ich fühle mich absolut wohl damit.;5;vor 2 Jahren;Alsdorf;1;0;Unbekannt;Unbekannt;5419;302;2024-08-07;18:17:40.227747
5419;5420;Charli;Ein Traumhafter Duft. Lang anhaltend und sehr intensiv. Würzig und sehr männlich.;5;vor 2 Jahren;Berlin;1;0;Unbekannt;Unbekannt;5420;302;2024-08-07;18:17:40.227747
5420;5421;Mamont;Bei diesem hervorragenden Parfüm, lohn sich jeder Tropfen und Sprüher. Ich bin wirklich begeistert. Ich würde gerne weiter empfehlen.;5;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5421;302;2024-08-07;18:17:40.227747
5421;5422;Bubu55;Der Duft gefällt mir sehr gut. Er ist sehr männlich und langanhaltend.;5;vor 2 Jahren;Salzgitter;1;0;Unbekannt;Unbekannt;5422;302;2024-08-07;18:17:40.227747
5422;5423;Kunden;Das ist sehr toller Duft. Ich bin wirklich begeistert. Ich würde gerne weiter empfehlen.;5;vor 2 Jahren;Herford;1;0;Unbekannt;Unbekannt;5423;302;2024-08-07;18:17:40.227747
5423;5424;Szakal44;Sanft, aber dennoch gut zu spüren, verleiht die Iris dem Duft Tiefe.;4;vor 2 Jahren;Zarrentin;1;0;Unbekannt;Unbekannt;5424;302;2024-08-07;18:17:40.227747
5424;5425;Anonym;аромат понравился как мне, так и моему мужу. стойкий, приятный;5;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5425;302;2024-08-07;18:17:40.227747
5425;5426;Florentina;Ich liebe ihn. IIch bin sehr zufrieden. Ich rate Ihnen, es zu kaufen;5;vor 2 Jahren;Kiel;1;0;Unbekannt;Unbekannt;5426;302;2024-08-07;18:17:40.227747
5426;5427;Thao191;Mein Mann benutz das Parfüm seit einer Woche und er ist total begeistert. Der Geruch ist angenehm, sehr männlich und bleibt den ganzen Tag auf der Haut.;5;vor 2 Jahren;Öhringen;1;0;Unbekannt;Unbekannt;5427;302;2024-08-07;18:17:40.227747
5427;5428;Nane01091968;Der Duft ist mega toll und hat den ganzen Tag gehalten.;5;vor 2 Jahren;Hessisch lichtenau;1;0;Unbekannt;Unbekannt;5428;302;2024-08-07;18:17:40.227747
5428;5429;Noche;Leider schlechter als das OG und die etlichen Nachfolgeflanker. Hab es zurückgesendet;1;vor 2 Jahren;Kleve;1;0;Unbekannt;Unbekannt;5429;302;2024-08-07;18:17:40.227747
5429;5430;Ukraine's;Angenehmes und anhaltendes Aroma.Leicht und leicht süß;5;vor 2 Jahren;Dresden;1;0;Unbekannt;Unbekannt;5430;302;2024-08-07;18:17:40.227747
5430;5431;Domi;Mój chłopak był bardzo zadowolony. Na razie jest numerem jeden w jego kosmetyczne. Polecam;5;vor 2 Jahren;Bremen;1;0;Unbekannt;Unbekannt;5431;302;2024-08-07;18:17:40.227747
5431;5432;Tamim;Ich habe noch nicht gekauftIch habe eine Probe ausprobiert, die sehr gut roch;5;vor 2 Jahren;Aschersleben;1;0;Unbekannt;Unbekannt;5432;302;2024-08-07;18:17:40.227747
5432;5433;Dalai1;Aparter Duft, der überzeugt und auch dem Partner gefällt..;5;vor 2 Jahren;München;1;0;Unbekannt;Unbekannt;5433;302;2024-08-07;18:17:40.227747
5433;5434;CRM04;Vor ca 2 Monaten bestellt und es riecht unglaublich, selbst meiner Freundin ist es sofort aufgefallen, dass ich etwas Neues auf trage (im positiven Sinne). Lange nicht mehr so einen tollen Duft getragen.;5;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5434;302;2024-08-07;18:17:40.227747
5434;5435;Zuckerschnute;Ich liebe diesen Duft an meinem Freund. Wirklich gelungenes Parfüm;5;vor 2 Jahren;Chemnitz;1;0;Unbekannt;Unbekannt;5435;302;2024-08-07;18:17:40.227747
5435;5436;Anonym;Ich habe einen Parfümtester.  Ich mochte ihn wirklich.  Ein sehr reichhaltiger starker Duft.  Ich werde es weiterhin verwenden.  Ich empfehle auch meinem Freund.;5;vor 2 Jahren;Lachen-Speyerdorf;1;0;Unbekannt;Unbekannt;5436;302;2024-08-07;18:17:40.227747
5436;5437;Bbear;Mein Mann war von diesem Duft sehr angetan  und würde das auch kaufen wollen;4;vor 2 Jahren;Wuppertal;1;0;Unbekannt;Unbekannt;5437;302;2024-08-07;18:17:40.227747
5437;5438;Berlinette;Dieser Duft ist einfach nur toll! Ich liebe den Duft an meinem Mann, er liebt ihn auch und verwendet ihn fast täglich. Wirklich empfehlenswert.;5;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5438;302;2024-08-07;18:17:40.227747
5438;5439;Timo69;Habe dieses Produkt erhalten und war direkt davon begeistert. Kann das Produkt nur weiterempfehlen;5;vor 2 Jahren;Borken / Heiden;1;0;Unbekannt;Unbekannt;5439;302;2024-08-07;18:17:40.227747
5439;5440;Automobile;Ich habe eine Probe erhalten und sie meinem Mann weitergegeben. Es ist ein toller Geruch, langanhaltend und sehr zu empfehlen.;5;vor 2 Jahren;Wölfersheim;1;0;Unbekannt;Unbekannt;5440;302;2024-08-07;18:17:40.227747
5440;5441;Brankina;So lange nicht mehr so gute Duft gehabt . Ich empfehle ihn sehr;5;vor 2 Jahren;Ingolstadt;1;0;Unbekannt;Unbekannt;5441;302;2024-08-07;18:17:40.227747
5441;5442;Rudi62;Ein tolles Parfüm das ich nur jedem empfehlen kann.;5;vor 2 Jahren;26871 Papenburg;1;0;Unbekannt;Unbekannt;5442;302;2024-08-07;18:17:40.227747
5442;5443;Lolo moshtha;ارغب في شرائه انه رائع ومميز  من اجمل العطور اللتي استخدمتها على الاطلاق ب;5;vor 2 Jahren;Berlin;1;0;Unbekannt;Unbekannt;5443;302;2024-08-07;18:17:40.227747
5443;5444;Mariko01;Ich habe meine Gratis Probe vor zwei Wochen bekommen. Das ist ein sehr guter Duft.  Er ist sehr stark und attraktiv.  Ich bin in ihn verliebt.;5;vor 2 Jahren;Bielefeld;1;0;Unbekannt;Unbekannt;5444;302;2024-08-07;18:17:40.227747
5444;5445;Anderson;Hmmmm , einfach super gut und super toll!!!!!!!!!!;5;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5445;302;2024-08-07;18:17:40.227747
5445;5446;Parymel;sehr edler duft frisch sanft mit schleppe.  Es hat mir gefallen;5;vor 2 Jahren;Dortmund;1;0;Unbekannt;Unbekannt;5446;302;2024-08-07;18:17:40.227747
5446;5447;Tarek;Nie wieder keine Ware erhalten mein Geld zurück …..;4;vor 2 Jahren;Kiel;1;0;Unbekannt;Unbekannt;5447;302;2024-08-07;18:17:40.227747
5447;5448;Lolo063;Toller, lange anhaltender Duft. Verführerische männliche Duftnote, die zu allen Anlässen passt.;5;vor 2 Jahren;München;1;0;Unbekannt;Unbekannt;5448;302;2024-08-07;18:17:40.227747
5448;5449;Perle14;Bist jetzt noch nie Armani Düfte gekannt, aber ich kann die Probe als sehr angenehmen Duft bezeichnen. Ich werde dieses Parfum definitv kaufen.;5;vor 2 Jahren;Brandenburg;1;0;Unbekannt;Unbekannt;5449;302;2024-08-07;18:17:40.227747
5449;5450;Hanna99;Ich hab für meinen Freund gekauft und gefällt ihmDas war schön. Aber  Halten Sie den Duft länger;5;vor 2 Jahren;Hamburg;1;0;Unbekannt;Unbekannt;5450;302;2024-08-07;18:17:40.227747
5450;5451;Robbie62;Bei einem Test erworben und ich muss gestehen der Duft ist sehr angenehm und nicht zu dominant. Ich persönlich werden diesen in die engere Auswahl nehmen.;5;vor 2 Jahren;Essen/NRW;1;0;Unbekannt;Unbekannt;5451;302;2024-08-07;18:17:40.227747
5451;5452;Schippi;Probe habe ich meinen Sohn gegeben, er fand den Duft super.;5;vor 2 Jahren;Pattensen;1;0;Unbekannt;Unbekannt;5452;302;2024-08-07;18:17:40.227747
5452;5453;Mone66;Der Duft lässt einen in den 7. Himmel schweben. Ich habe ihn gleich benutzt. Wenn ein Mann diesen Duft auflegt und mich zum Dinner einladen würde, ginge ich sofort mit. Ich freue mich über den Duft, der auch an Frauen gut riecht;5;vor 2 Jahren;Erlangen;1;0;Unbekannt;Unbekannt;5453;302;2024-08-07;18:17:40.227747
5453;5454;KIMKRASAVIA;Letzte Woche angekommen, der Duft hat meinen Mann überzeugt und er hat es nicht bereut mir zu Vertrauen.;5;vor 2 Jahren;Saarbrücken;1;0;Unbekannt;Unbekannt;5454;302;2024-08-07;18:17:40.227747
5454;5455;MeMaryna;Mein Mann mag dieser Duft.Duftet sehr angenehm und elegant.;5;vor 2 Jahren;Riegelsberg;1;0;Unbekannt;Unbekannt;5455;302;2024-08-07;18:17:40.227747
5455;5456;Mr96;Einfach ein wunderschöner Herren Duft . Ich kann es nur empfehlen;5;vor 2 Jahren;Gütersloh;1;0;Unbekannt;Unbekannt;5456;302;2024-08-07;18:17:40.227747
5456;5457;Bobb;Habe die Probe von Armani erhalten und getestet. Mir gefällt der Duft sehr, kann ich empfehlen. Leicht, sommerlich und meiner Meinung nach für jeden Anlass geeignet.;5;vor 2 Jahren;Neustadt i.H;1;0;Unbekannt;Unbekannt;5457;302;2024-08-07;18:17:40.227747
5457;5458;Tom 1988;Ich bin so zufrieden, ich bin glücklich. Diese Duft ist ist einfach wunderbar;5;vor 2 Jahren;Osterode am Harz;1;0;Unbekannt;Unbekannt;5458;302;2024-08-07;18:17:40.227747
5458;5459;Pumalady;Als Probe bekommen und als einen sehr angenehmen Duft empfunden.;4;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5459;302;2024-08-07;18:17:40.227747
5459;5460;Cris92;Der Duft ist richtig gut. Riecht fantastisch und hält auch lang;4;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5460;302;2024-08-07;18:17:40.227747
5460;5461;Franzyxx;Das Parfum riecht mega und hält lange an. Mein Mann ist sehr zufrieden.;5;vor 2 Jahren;München;1;0;Unbekannt;Unbekannt;5461;302;2024-08-07;18:17:40.227747
5461;5462;sb320;Tolle Weiterentwicklung des bekannten Duftes. Pefekt für den Abend.;5;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5462;302;2024-08-07;18:17:40.227747
5462;5463;Aliseaprincess;Richtig toller Duft,benutze ich weibl.selber. Nicht zu intensiv sehr angenehm.;5;vor 2 Jahren;Essen;1;0;Unbekannt;Unbekannt;5463;302;2024-08-07;18:17:40.227747
5463;5464;Andrii;Super Parfum. Mir persönlich passt sehr gut. Danke für die Zusendung des kostenlosen Musters.;5;vor 2 Jahren;Diesdorf;1;0;Unbekannt;Unbekannt;5464;302;2024-08-07;18:17:40.227747
5464;5465;Kathy89;Superrrrrrrŕrrrrrrrrrrrrrrrrrrrrrr sehr begeistert und zufrieden der Duft ist echt empfehlenswert;5;vor 2 Jahren;Niedersachsen;1;0;Unbekannt;Unbekannt;5465;302;2024-08-07;18:17:40.227747
5465;5466;Jurij;Sehr tolle Duft. Mir ist super past! Ich kann nur immer meine Bekanten empfehlen.  1000% werde ich immer kaufen.;5;vor 2 Jahren;Einbeck;1;0;Unbekannt;Unbekannt;5466;302;2024-08-07;18:17:40.227747
5466;5467;Albert25;Vor einem monat gekauft und Ich bin einfach an then verliebt!!!!;5;vor 2 Jahren;Untergruppenbach;1;0;Unbekannt;Unbekannt;5467;302;2024-08-07;18:17:40.227747
5467;5468;viviundmilitesten;Ein super schöner maskuliner Duft. Leicht fruchtig.;5;vor 2 Jahren;Bremen;1;0;Unbekannt;Unbekannt;5468;302;2024-08-07;18:17:40.227747
5468;5469;Kerstin S;Steht ganz oben auf meiner Liste, Weihnachten kommt;5;vor 2 Jahren;Schwetzingen;1;0;Unbekannt;Unbekannt;5469;302;2024-08-07;18:17:40.227747
5469;5470;Lucia1969;Armani Code Parfum ist spektakulär. Diesen Duft will Mann nie missen..Riecht unglaublich erotisch und passt zu jeder Gelegenheit.  Ein Parfum für Gewinner.;5;vor 2 Jahren;Bahlingen am Kaiserstuhl;1;0;Unbekannt;Unbekannt;5470;302;2024-08-07;18:17:40.227747
5470;5471;wolpe;Die Duftprobe hat mir gut gefallen. Der Duft ist frisch und sinnlich, nicht zu herb, so daß ihn auch meine Frau als angenehm empfunden hat.;5;vor 2 Jahren;Schwerte;1;0;Unbekannt;Unbekannt;5471;302;2024-08-07;18:17:40.227747
5471;5472;Monika37;Der Duft ist so Bombe,das er mich an meinen Mann fesselt.Ich kann ihn nur weiter entfehlen;5;vor 2 Jahren;Koblenz;1;0;Unbekannt;Unbekannt;5472;302;2024-08-07;18:17:40.227747
5472;5473;Michi1903;Toller Männerduft herb aber ok mein Mann liebt ihn und ich werde ihn für ihn kaufen;5;vor 2 Jahren;Rheinau;1;0;Unbekannt;Unbekannt;5473;302;2024-08-07;18:17:40.227747
5473;5474;Fritz 1092;Tagestauglicher angenehmer Herrenduft...nicht zu aufdringlich und Rasierwassermässig;5;vor 2 Jahren;Dresden;1;0;Unbekannt;Unbekannt;5474;302;2024-08-07;18:17:40.227747
5474;5475;Diana200790;Ein Top-Produkt ! Ein weicher, sehr angenehmer Duft der lange anhält.;5;vor 2 Jahren;Ellwangen;1;0;Unbekannt;Unbekannt;5475;302;2024-08-07;18:17:40.227747
5475;5476;Dipika;ich finde die hölzige noten sehr gut. es hält auch lang.;5;vor 2 Jahren;Frankfurt;1;0;Unbekannt;Unbekannt;5476;302;2024-08-07;18:17:40.227747
5476;5477;Tatyana;Dieses Parfüm ist Schick. Mein Mann bleibt zufrieden.;5;vor 2 Jahren;Altenkirchen;1;0;Unbekannt;Unbekannt;5477;302;2024-08-07;18:17:40.227747
5477;5478;Coco;Wunderbares sinnliches, sportliches und männliches Parfüm. Ein umwerfender Duft, der lange anhält und das verspricht, was der Name aussagt.;5;vor 2 Jahren;Duisburg;1;0;Unbekannt;Unbekannt;5478;302;2024-08-07;18:17:40.227747
5478;5479;Karina1178;Ich habe die Probe für meinen Mann bestellt. Er trägt fast nur Armani Düfte. Er ist wie immer begeistert. Der Duft ist männlich markant und hält wie gewohnt sehr lange an.;5;vor 2 Jahren;Balingen;1;0;Unbekannt;Unbekannt;5479;302;2024-08-07;18:17:40.227747
5479;5480;Papa;Total cool !! Einfach unglaublich! Ich bereue keine Minute. Der Duft ist dezent und nicht aufdringlich.;5;vor 2 Jahren;Zeuthen;1;0;Unbekannt;Unbekannt;5480;302;2024-08-07;18:17:40.227747
5480;5481;Mimomimo000;Never regret to buy it super perfume specially for night/party/dinner;5;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5481;302;2024-08-07;18:17:40.227747
5481;5482;Zelenoglazaaj;Persönlich gefällt mir das Parfüm nicht, weil ich eher den süßeren Duft mag, dennoch kann ich es mir im Sommer sehr angenehm, bei heißem Wetter vorstellen.;4;vor 2 Jahren;Magdeburg;1;0;Unbekannt;Unbekannt;5482;302;2024-08-07;18:17:40.227747
5482;5483;Tzoulia;Würde ich jeden empfehlen!!!Ich bin sofort verrückt geworden!!!;5;vor 2 Jahren;Zweibrücken /Pfalz;1;0;Unbekannt;Unbekannt;5483;302;2024-08-07;18:17:40.227747
5483;5484;Anjyk99;Kam eine Probe, sehr anhaltendes und angenehmes Aroma!;5;vor 2 Jahren;Friesoythe;1;0;Unbekannt;Unbekannt;5484;302;2024-08-07;18:17:40.227747
5484;5485;Pferde;Ich durfte den Duft testen, bin sehr damit zufrieden. Er riecht gut und ist langanhaltend.;5;vor 2 Jahren;Gießen;1;0;Unbekannt;Unbekannt;5485;302;2024-08-07;18:17:40.227747
5485;5486;Osuvorova;Sehr gut! toller Geschmack!  mein Schwiegersohn hat es geliebt!;5;vor 2 Jahren;Aurich;1;0;Unbekannt;Unbekannt;5486;302;2024-08-07;18:17:40.227747
5486;5487;Mely;Hatte Parfümprobe und bin sehr überrascht über den Duft leichte herbe Note sehr toller Duft für denn Mann.;5;vor 2 Jahren;Nürnberg, Mittelfranken;1;0;Unbekannt;Unbekannt;5487;302;2024-08-07;18:17:40.227747
5487;5488;Olesyashsm;Dieses Parfüm riecht toll an meinem Mann!Ich empfehle es auf jeden Fall;5;vor 2 Jahren;Berlin;1;0;Unbekannt;Unbekannt;5488;302;2024-08-07;18:17:40.227747
5488;5489;Anni-85;Meinem Freund gefällt der Duft sehr gut und mir auch. Hält auch sehr lange!;4;vor 2 Jahren;Sachse Anhalt;1;0;Unbekannt;Unbekannt;5489;302;2024-08-07;18:17:40.227747
5489;5490;Atira1968;Getestet und für gut befunden.  Von meinen Männern und von mir :-);5;vor 2 Jahren;Rostock;1;0;Unbekannt;Unbekannt;5490;302;2024-08-07;18:17:40.227747
5490;5491;Anonym;Frisch holzig schön für Sommer, der Duft hält lange an, ich gebe ihm 7/10;5;vor 2 Jahren;ennepetal;1;0;Unbekannt;Unbekannt;5491;302;2024-08-07;18:17:40.227747
5491;5492;Sb2022;Schöner Duft für den Herbst, warm und holzig. Nicht zu aufdringlich. Gefällt mir gut.;4;vor 2 Jahren;Lübeck;1;0;Unbekannt;Unbekannt;5492;302;2024-08-07;18:17:40.227747
5492;5493;Ana1996;Das Aroma ist unglaublich! Anhaltend, attraktiv, verursacht keine Kopfschmerzen und Erstickungsanfälle. Ich mochte es wirklich! Danke für die Möglichkeit es zu versuchen. Ich empfehle es jedem!;5;vor 2 Jahren;Lutherstadt Eisleben;1;0;Unbekannt;Unbekannt;5493;302;2024-08-07;18:17:40.227747
5493;5494;L.E.;Toller ausgewogener Duft, der lange hält und auf den man angesprochen wird.;5;vor 2 Jahren;Mannheim;1;0;Unbekannt;Unbekannt;5494;302;2024-08-07;18:17:40.227747
5494;5495;Anonym;Mein Freund mochte das Parfüm sehr und ich auch.  der Geruch hat eine gute Persistenz;5;vor 2 Jahren;Schwerte;1;0;Unbekannt;Unbekannt;5495;302;2024-08-07;18:17:40.227747
5495;5496;Klapauzius;Bin sehr begeistert von diesem parfum....kaufen immer wieder gerne.....Kaufempfehlung!!!!!;5;vor 2 Jahren;Minden;1;0;Unbekannt;Unbekannt;5496;302;2024-08-07;18:17:40.227747
5496;5497;Anja;Angenehmer Duft  hält lange an und verfliegt nicht zu schnell;4;vor 2 Jahren;Wassenberg;1;0;Unbekannt;Unbekannt;5497;302;2024-08-07;18:17:40.227747
5497;5498;Spatzel;Mein Mann hat sich sehr gefreut. Nutzt es nur noch...;4;vor 2 Jahren;Osnabrück;1;0;Unbekannt;Unbekannt;5498;302;2024-08-07;18:17:40.227747
5498;5499;Anastasiia;Unglaublich tiefer maskuliner Duft mit holzigen Noten und einem leichten Vanille-Nachgeschmack.;5;vor 2 Jahren;Leer;1;0;Unbekannt;Unbekannt;5499;302;2024-08-07;18:17:40.227747
5499;5500;Elkeass;Der luxorioeste Duft für den modernen Mann von Welt, der je auf den Markt gekommen ist.;5;vor 2 Jahren;Isernhagen;1;0;Unbekannt;Unbekannt;5500;302;2024-08-07;18:17:40.227747
5500;5501;Blackie;Angenehmer Duft. Hinterläßt einen sehr hochwertigen Eindruck.;4;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5501;302;2024-08-07;18:17:40.227747
5501;5502;Monokel85;Ein ganz toller Duft. Gefällt mir an meinem Mann. Richtig frisch und sehr männlich.;5;vor 2 Jahren;Zuzenhausen;1;0;Unbekannt;Unbekannt;5502;302;2024-08-07;18:17:40.227747
5502;5503;Sonni24;Es ist ein toller anziehender Duft der meinen Mann umschmeichelt.  Sehr lang anhaltend und magisch. Diesen Duft nimmt man nicht an jeder Ecke war. Ich bin sehr zufrieden und begeistert.;5;vor 2 Jahren;Berlin;1;0;Unbekannt;Unbekannt;5503;302;2024-08-07;18:17:40.227747
5503;5504;Anonym;Sehr schön beste pudriges Parfüm Und es dauert lange ,wieder empfehlen;5;vor 2 Jahren;Berlin;1;0;Unbekannt;Unbekannt;5504;302;2024-08-07;18:17:40.227747
5504;5505;Nora32;Ich habe vor ein Monat gekauft und ich habe nicht Bewusst;5;vor 2 Jahren;Ettlingen;1;0;Unbekannt;Unbekannt;5505;302;2024-08-07;18:17:40.227747
5505;5506;TimmW;Mir gefällt der Duft leider nicht. Ich finde ihn etwas aufdringlich und zu „dicht“ und „schwer“. Die Geruchsnoten sind aber gut.;3;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5506;302;2024-08-07;18:17:40.227747
5506;5507;Kristina01085;wunderbarer Geruch, riecht einfach toll, hat mir sehr gut gefallen;5;vor 2 Jahren;Barth;1;0;Unbekannt;Unbekannt;5507;302;2024-08-07;18:17:40.227747
5507;5508;Manu Sch;Ganz toller Duft . Bekommt mein Freund zum Geburtstag . Empfehlenswert.;5;vor 2 Jahren;Ludwigshafen;1;0;Unbekannt;Unbekannt;5508;302;2024-08-07;18:17:40.227747
5508;5509;Duftfan133;Ein langanhaltender und betörender Duft, der den Träger ganz klar in den Mittelpunkt stellt;5;vor 2 Jahren;FFM;1;0;Unbekannt;Unbekannt;5509;302;2024-08-07;18:17:40.227747
5509;5510;Yvonne0272;Dieser Duft ist einfach klasse. Ich mag ihn an meinem Partner sehr gerne. Er ist herb, sinnlich, frisch...einfach toll. Außerdem hält er sehr lange. Ich rieche ihn sehr gerne an meinem Partner, deshalb wird er ihn auch immer wieder von mir geschenkt bekommen.;5;vor 2 Jahren;Dillenburg;1;0;Unbekannt;Unbekannt;5510;302;2024-08-07;18:17:40.227747
5510;5511;Mariana51824;Luxuriös, geheimnisvoll, modern und verrückt!Die Elite-Marke Giorgio Armani präsentierte ein luxuriöses Parfum, das von den ersten Sekunden der Bekanntschaft an fasziniert. Er vereint edle männliche Eigenschaften - Raffinesse und Aufrichtigkeit.;5;vor 2 Jahren;Klingberg;1;0;Unbekannt;Unbekannt;5511;302;2024-08-07;18:17:40.227747
5511;5512;TanteHaeggi;Tester vor einem Monat bekommen . Ich finde diesen Duft sehr sinnlich und würde ihn jederzeit  kaufen .;5;vor 2 Jahren;Waldshut;1;0;Unbekannt;Unbekannt;5512;302;2024-08-07;18:17:40.227747
5512;5513;VargAttack;Ein maskuliner, sinnlicher und sehr hochwertiger Duft, den man sehr gerne zu einem Abend mit Freunden oder auch zu einem Grillabend zu Hause tragen möchte. Auf jeden Fall ein Duft für einen Abend voller Ereignisse.;4;vor 2 Jahren;Essen;1;0;Unbekannt;Unbekannt;5513;302;2024-08-07;18:17:40.227747
5513;5514;Shuo;This perfume is calm and mature, and a little gentleThe first middle note is heavy with lemon and wood flavorThe final note has the sweet and bitter taste of cocoa milkI like it;4;vor 2 Jahren;Unbekannt;1;0;Unbekannt;Unbekannt;5514;302;2024-08-07;18:17:40.227747
5514;5515;Hoffi;Ein wirklich toller Duft . Und die Flasche geht mit der Zeit.;5;vor 2 Jahren;Oberhausen;1;0;Unbekannt;Unbekannt;5515;302;2024-08-07;18:17:40.227747
5515;5516;Dudova;Hat einen sehr Männlichen Geruch und hält für den Preis echt Lange;5;vor 2 Jahren;Landsberg;1;0;Unbekannt;Unbekannt;5516;302;2024-08-07;18:17:40.227747
5516;5517;Angelo05;Gekauft und es ist mega,werden überall drauf  angesprochen;5;vor 2 Jahren;Ratingen/ Düsseldorf;1;0;Unbekannt;Unbekannt;5517;302;2024-08-07;18:17:40.227747
5517;5518;J.I.;Sehr intensiver sinnlicher Duft. Wird nachgekauft!;5;vor 2 Jahren;Berlin;1;0;Unbekannt;Unbekannt;5518;302;2024-08-07;18:17:40.227747
5518;5519;Familie;toller geruch für einen mann... leider ist das parfüm nicht sehr langanhaltend... aber für den herbst oder zum ausgehen am abend ist es gut;5;vor 2 Jahren;Rockenhausen;1;0;Unbekannt;Unbekannt;5519;302;2024-08-07;18:17:40.227747
5519;5520;Lisaf65;Mein Mann mach keine parfüm, aber er hat daß erst mal versucht weil er sagt es soll die ganze tag anhalten und es  hat,Armani code habe daß und is sehr männlich;5;vor 2 Jahren;Trier;1;0;Unbekannt;Unbekannt;5520;302;2024-08-07;18:17:40.227747
5520;5521;Bob247;Nicht zu schwer und auch nicht aufdringlich. Dabei aber durchaus präsent und lange anhaltend. Mit frischer und doch sinnlicher Note. Man fühlt sich frisch geduscht.;4;vor 2 Jahren;Berlin;1;0;Unbekannt;Unbekannt;5521;302;2024-08-07;18:17:40.227747
5521;5522;gruenfrosch;Dies ist ein wirklich langanhaltender Duft, der nicht aufdringlich ist.;5;vor 2 Jahren;Springe;1;0;Unbekannt;Unbekannt;5522;302;2024-08-07;18:17:40.227747
5522;5523;Spartak;Ich habe eine Duftprobe bekommen und bin sehr begeistert;5;vor 2 Jahren;Augsburg;1;0;Unbekannt;Unbekannt;5523;302;2024-08-07;18:17:40.227747
5523;5524;Widder;Fehlgriff. Da scheinen die Macher dieses Parfums einen schlechten Tag gehabt zu haben oder mehrere. Spricht mich persönlich überhaupt nicht an und duftet kaum. Wie auch, bei der Mitverwendung von Salbei. Da bin ich anderes von ARMANI gewohnt.;1;vor 2 Jahren;Fulda;1;0;Unbekannt;Unbekannt;5524;302;2024-08-07;18:17:40.227747
5524;5525;Danny;Probe erhalten. Dezenter Männerduft. Langanhaltend mit Frischegefühl.;5;vor 2 Jahren;Wuppertal;1;0;Unbekannt;Unbekannt;5525;302;2024-08-07;18:17:40.227747
5525;5526;fam92;Tolle Parfum. Einfach Männlich, hält ganzen Tag und riecht mega.;5;vor 2 Jahren;Stuttgart;1;0;Unbekannt;Unbekannt;5526;302;2024-08-07;18:17:40.227747
5526;5527;Hamed;Hammer Duft kann ich nur Weiter empfehlen sehr viele Komplimente von den Frauen;5;vor 2 Jahren;Frankfurt;1;0;Unbekannt;Unbekannt;5527;302;2024-08-07;18:17:40.227747
5527;5528;Natti;Habe eine Duftprobe erhalten und bin total begeistert von dem Duft.Ist ein sehr angenehmer holziger Duft.Sehr männlich und warm im Geruch.;5;vor 2 Jahren;Freiburg im Breisgau;1;0;Unbekannt;Unbekannt;5528;302;2024-08-07;18:17:40.227747
5528;5529;Julieta65;Ich habe eine Probe von Armani Code Parfum zum Testen bekommen. An meinem Freund gefällt mir der Duft super.;5;vor 2 Jahren;Bielefeld;1;0;Unbekannt;Unbekannt;5529;302;2024-08-07;18:17:40.227747
5529;5530;Jasmin4444;Ich hab eine Probe erhalten und war mehr als überrascht wie langangaltend und intensiv das Parfüm war.;5;vor 2 Jahren;Weißenthurm;1;0;Unbekannt;Unbekannt;5530;302;2024-08-07;18:17:40.227747
5530;5531;Holki;Armani Code ist einzigartig. Es hat wirklich ein spezieller sehr anziehender Duft.;5;vor 2 Jahren;Esslingen;1;0;Unbekannt;Unbekannt;5531;302;2024-08-07;18:17:40.227747
5531;5532;Nicky21;ein wunderbarer Duft für einen jungen, dynamischen Mann. Nicht zu aufdringlich aber präsent. Ein toller neuer Duft von Armani!;5;vor 2 Jahren;Nürnberg;1;0;Unbekannt;Unbekannt;5532;302;2024-08-07;18:17:40.227747
5532;5533;Olga;Nichts Besonderes, hat meinem Mann nicht gefallen.;4;vor 2 Jahren;Bielefeld;1;0;Unbekannt;Unbekannt;5533;302;2024-08-07;18:17:40.227747
5533;5534;Jules860;Mein Mann trägt diesen Duft seit einigerzeit und uch muss sagen er gefällt mir wahnsinnig gut.Den ganzen Tag über nejme ich das Parfüm wahr.Ich glaube das wird ein Geschenk.Daumen hoch;5;vor 2 Jahren;Erlangen;1;0;Unbekannt;Unbekannt;5534;302;2024-08-07;18:17:40.227747
